date,Close,log_return,rv_22d,realised_skew_22d,realised_kurt_22d,realised_quarticity_22d,jump_flag,garman_klass_rv,parkinson_rv,quote_date,index,amihud_illiq,garman_klass_rv_5d,parkinson_rv_5d,amihud_illiq_5d_mean,garman_klass_rv_21d,parkinson_rv_21d,amihud_illiq_21d_mean,atm_iv_30d,atm_iv_90d,term_structure_slope,skew_30d,avg_bid_ask_spread_pct,avg_open_interest,underlying_price,liquid_options_volume,atm_iv_30d_lag_1,atm_iv_30d_lag_2,atm_iv_30d_lag_3,atm_iv_30d_lag_4,atm_iv_30d_lag_5,atm_iv_30d_change_1d,underlying_price_change_1d,iv_fpca1,iv_fpca2,iv_fpca3
2005-06-21,1214.04,-0.002804866345835046,0.0037116700252723435,0.5471658764783148,2.152944010659654,7.535194733664585e-08,0.0,-2.9900965264241736e-06,3.53370316150992e-08,2005-06-21,369.0,1.342684628050912e-09,-4.387287674823176e-06,4.168307082133658e-08,1.246243627153295e-09,-5.8923675405910106e-06,4.639069239789983e-08,1.5631147265945894e-09,0.09539999999999998,,,-0.024454549277308626,0.0009431320220091594,,1214.0400000000002,5986.5231110560435,0.0959,0.0944,0.0954,0.0998,0.1033,-0.0005000000000000004,-0.0028009363834242684,-2.6429270939483547,0.039463668734703417,-0.07971402224223388
2005-09-26,1216.36,0.0006332367242171852,0.007755375203886754,0.528116646041934,2.282775916878447,3.4881241578422904e-07,0.0,-7.376114953959009e-08,5.852908682858319e-08,2005-09-26,436.0,2.5743972471741205e-10,-9.03928465628367e-06,4.745134126753899e-08,1.2442546301224693e-09,-1.239002063384996e-05,4.6456952819221826e-08,1.8320517803345798e-09,0.111,,,-0.03609999999999999,0.0008769333640260014,,1216.36,5986.5231110560435,0.1098,0.1142,0.1197,0.1105,0.1056,0.0012000000000000066,0.000633437260918468,-1.760641417232751,-0.01481289226552246,0.020750152229480692
2005-09-27,1215.68,-0.0005592013434975714,0.00775895008823734,0.5277051705948447,2.2806775426143977,3.4881313287243773e-07,0.0,-2.9315595777837776e-08,6.59896096745339e-08,2005-09-27,437.0,2.327569492297112e-10,-6.098709683613969e-06,5.1306069951233864e-08,8.542507812705304e-10,-1.2120403300180067e-05,4.721188358624117e-08,1.7442715308048527e-09,0.1078,,,-0.03159999999999999,0.000891133631657454,,1215.6800000000003,5986.5231110560435,0.111,0.1098,0.1142,0.1197,0.1105,-0.0031999999999999945,-0.0005590450195662733,-1.7530799425946255,0.0037402119812036637,0.08324401936417548
2005-12-27,1257.94,-0.008572464843274282,0.0057033603815622586,-0.12756676901185726,2.830729437000008,2.3392843507072378e-07,0.0,-2.7394918031067976e-05,4.020622349048967e-08,2005-12-27,500.0,1.9403419246430547e-09,-7.70285826985296e-06,3.996232936295519e-08,1.5952609153385108e-09,-9.043147963912493e-06,4.29205395980071e-08,1.4167135949511723e-09,0.1008,,,-0.024454549277308626,0.0007841102408410864,,1257.9400000000005,5986.5231110560435,0.0907,0.0911,0.0965,0.0977,0.0996,0.010099999999999998,-0.008535826036239591,-2.447209839229328,0.02455066688785709,-0.10770097964043662
2006-03-27,1302.19,-0.0007676423777768821,0.006669908934802344,0.026444954748958534,2.5498814482994114,2.8819259895514176e-07,0.0,-1.7806733411845027e-07,3.575445983841851e-08,2006-03-27,561.0,2.90437529785823e-10,-8.28536400893222e-06,4.378832753508872e-08,1.3791463035283749e-09,-1.063233002077276e-05,4.4671293623227157e-08,1.4931281041443372e-09,0.0985,,,-0.024454549277308626,0.000950085051856801,,1302.1900000000003,5986.5231110560435,0.0971,0.0976,0.0959,0.102,0.1031,0.0013999999999999985,-0.0007673478157443903,-2.6113335516130958,-0.06639082161744359,-0.14614685565685065
2006-03-28,1292.53,-0.0074459245164036165,0.007294373500985043,-0.09762714896893629,2.2986911585709575,3.107274672305224e-07,0.0,-2.1356245371437304e-05,4.3718140354963926e-08,2006-03-28,562.0,1.9403419246430547e-09,-8.39110859547914e-06,4.345260305168726e-08,1.387134057347879e-09,-1.1340291008554636e-05,4.486009007002284e-08,1.5441953936053507e-09,0.1007,,,-0.024454549277308626,0.0008174059705619479,,1292.5300000000002,5986.5231110560435,0.0985,0.0971,0.0976,0.0959,0.102,0.0021999999999999936,-0.007418272295133699,-2.6168596995580096,-0.07640679187068741,-0.19483739534887393
2006-06-26,1250.19,0.0027954793945881105,0.02264561836252442,0.3562755439921484,3.4470585294763874,4.490968935929759e-06,0.0,-2.9595729749674904e-06,4.2706310874885586e-08,2006-06-26,624.0,1.1902839575837384e-09,-1.169929221399033e-05,5.863664393305829e-08,1.49190766952231e-09,-3.525645994517935e-05,5.854031282387754e-08,1.994171053098536e-09,0.1347,,,-0.047399999999999984,0.000950085051856801,,1250.1900000000003,5986.5231110560435,0.1367,0.1367,0.1243,0.1423,0.1498,-0.0020000000000000018,0.0027993903906313733,-1.1057592481999674,-0.19104003834844363,-0.1726991589479855
2006-06-27,1240.19,-0.008030946077858004,0.022743501683747763,0.30433143004363994,3.423195201738417,4.498516861397245e-06,0.0,-2.4842603900486682e-05,5.1846042054777727e-08,2006-06-27,625.0,1.9403419246430547e-09,-1.6681152646357656e-05,5.8210310123999895e-08,2.0342875899825136e-09,-3.545568603483703e-05,5.907376987547874e-08,1.994171053098536e-09,0.1443,,,-0.043899999999999995,0.000950085051856801,,1240.1900000000003,5986.5231110560435,0.1347,0.1367,0.1367,0.1243,0.1423,0.009600000000000025,-0.007998784184803931,-1.0786227112779072,-0.20097199586662168,-0.266319033884747
2006-09-25,1327.57,0.010007956593585332,0.0060456136810530265,0.5644994243101198,3.297674899560313,3.062045558100731e-07,0.0,-2.7394918031067976e-05,4.913843273445606e-08,2006-09-25,687.0,1.9403419246430547e-09,-1.4520844193887626e-05,4.536241879723281e-08,1.5549709679497018e-09,-9.521796040322322e-06,4.209065778337941e-08,1.1916122914269553e-09,0.1039,,,-0.033,0.000950085051856801,,1327.5699999999997,5986.523111056043,0.1102,0.10889999999999998,0.096,0.1005,0.10289999999999999,-0.006300000000000001,0.009940478944305308,-2.203854743259418,-0.0383500560437377,-0.011931888637159334
2006-09-26,1336.04,0.0063598113454770636,0.006428860165817102,0.5990060190381358,3.0270691154128557,3.178434905484182e-07,0.0,-1.557743830641806e-05,3.396617141114937e-08,2006-09-26,688.0,1.7806105869501459e-09,-1.7311863246426867e-05,4.411706928013256e-08,1.7788151716919951e-09,-1.0255801059910058e-05,4.172941175104979e-08,1.2597441090263314e-09,0.0953,,,-0.030800000000000008,0.000950085051856801,,1336.0400000000002,5986.5231110560435,0.1039,0.1102,0.1089,0.096,0.1005,-0.00860000000000001,0.00638007788666517,-2.292005517252039,0.006789976420533025,0.09853317768767346
2006-12-26,1417.69,0.002910367050792978,0.0075888235511464095,-0.06190778056211201,3.744396565995526,5.478400443724002e-07,0.0,-3.237947433294683e-06,2.4567014680275393e-08,2006-12-26,751.0,1.5667237736426914e-09,-3.528640563746332e-06,2.3986647734534483e-08,1.0303492062786415e-09,-1.2049374260123573e-05,2.770434490522523e-08,1.1566501771329127e-09,0.0946,,,-0.024999999999999994,0.0007906053744706761,,1417.6900000000005,5986.5231110560435,0.09279999999999998,0.08959999999999999,0.0848,0.0894,0.09019999999999999,0.00180000000000001,0.002914606280552512,-2.607517872054048,0.0029947162017695227,-0.06517227778678389
2007-03-26,1436.43,3.4809124171202195e-05,0.024774142964751864,-1.1516069728202891,4.007185191734036,5.128280153266429e-06,0.0,3.830473145026707e-08,2.79686593310963e-08,2007-03-26,811.0,8.797122237472481e-12,-2.3872766786054e-05,2.9082592410572105e-08,1.1469385987254573e-09,-3.9652407393770105e-05,3.257627808468911e-08,1.4456555891547525e-09,0.1082,,,-0.035699999999999996,0.000950085051856801,,1436.43,5986.5231110560435,0.1089,,,,0.128,-0.0006999999999999923,3.480973001535048e-05,-2.2320399936654147,-0.16270596928247816,-0.15678356419810058
2007-03-27,1430.12,-0.0044025118639177685,0.024941684143279685,-1.1516069728202891,4.007185191734036,5.128280153266429e-06,0.0,-7.450014932364345e-06,2.6823410165350406e-08,2007-03-27,812.0,1.1516555293065245e-09,-2.218321027121628e-05,2.8644586680339186e-08,1.0514807874718885e-09,-3.989471359935994e-05,3.3211767686456764e-08,1.4715800840279e-09,0.1149,,,-0.039999999999999994,0.000950085051856801,,1430.1199999999994,5986.5231110560435,0.10819999999999999,,,,0.1143,0.006699999999999998,-0.004392835014585206,-2.1300456605227467,-0.09577677743136095,-0.22244713217582596
